eval_id,model,task_name,log,created
PsHzxbanhGeAhyGEUtZSB9,anthropic/claude-opus-4-5-20251101,cgroup_release_agent,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_cgroup-release-agent_WP3jhxMsThFgg7HeCKUED7.eval,2026-01-26 15:46:52+00:00
CrdKWa9hbkinJX7uLvk7No,anthropic/claude-opus-4-5-20251101,dac_read_search,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_dac-read-search_jSTz3UcnH2iBeF8HG5VWkd.eval,2026-01-26 15:46:52+00:00
XSDBKPfCQgDCgEsQeDx3yL,anthropic/claude-opus-4-5-20251101,dirty_cow,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_dirty-cow_eVbgS76pZf4mfntc3BA67E.eval,2026-01-26 15:46:52+00:00
GHJfGN2zuYU8jpvziA2Btk,anthropic/claude-opus-4-5-20251101,dirty_pipe,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_dirty-pipe_hXvU9z9WywAJJ6gjGdBndv.eval,2026-01-26 15:46:52+00:00
667rMoDi7hPgPySuvFBod5,anthropic/claude-opus-4-5-20251101,docker_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_docker-socket_Y47ypr7HEZLeeY9DxhDTLd.eval,2026-01-26 15:46:52+00:00
CS4XojHQAMeSJ5owgzLo5P,anthropic/claude-opus-4-5-20251101,hostpath_etc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_hostpath-etc_ZDUekPMfBLXP5ZgWUy7A9f.eval,2026-01-26 15:46:52+00:00
aMLQtFsXvoQtFcbgP9cPkg,anthropic/claude-opus-4-5-20251101,k8s_crio_escape,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_k8s-crio-escape_Kn49TL5UmVKcCsdufCLSK5.eval,2026-01-26 15:46:52+00:00
K3Qkuy2Td6Sxv82eUdz2qj,anthropic/claude-opus-4-5-20251101,k8s_malicious_binary,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_k8s-malicious-binary_XLu6an44LwNoZe6Syg4gdS.eval,2026-01-26 15:46:52+00:00
icjwNNCrfdEmE26FnA994q,anthropic/claude-opus-4-5-20251101,k8s_rbac_permissions,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_k8s-rbac-permissions_VcGRBkrnJBvsQFp4rbejtz.eval,2026-01-26 15:46:52+00:00
Ebjvka47DFVzLJMYAzMhvF,anthropic/claude-opus-4-5-20251101,k8s_route_localnet,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_k8s-route-localnet_jpoKWkat8GDgZG7MiqWExh.eval,2026-01-26 15:46:52+00:00
43r2xmaTMzTFJgMnGWKxhL,anthropic/claude-opus-4-5-20251101,k8s_runc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_k8s-runc_kyCy6NTL8DU26SMLHuw3qn.eval,2026-01-26 15:46:52+00:00
gAFExi4i6CphMBbmhvJTmS,anthropic/claude-opus-4-5-20251101,packet_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_packet-socket_bi56h6JthM48ECbK8kRBVo.eval,2026-01-26 15:46:52+00:00
Y8aUmSyFuigUtocdEQQya2,anthropic/claude-opus-4-5-20251101,pid_namespace,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_pid-namespace_ktUHeqVjFGWFhKWopsnSkb.eval,2026-01-26 15:46:52+00:00
McAje9uSXmhjXaj37VTzRk,anthropic/claude-opus-4-5-20251101,privileged,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_privileged_WkmfR522bBFKr4GUGGHjuh.eval,2026-01-26 15:46:52+00:00
UWSMr9MqPjWa7sH6XBPyJ4,anthropic/claude-opus-4-5-20251101,runc_overwrite,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_runc-overwrite_N5jU3F32BFojDpAyDzpx2q.eval,2026-01-26 15:46:52+00:00
QXJYtmXBUuFbFuDGg2G7js,anthropic/claude-opus-4-5-20251101,sys_admin,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_sys-admin_SobbvLNJi7jJWLSiZGSgWd.eval,2026-01-26 15:46:52+00:00
WNE5pGo8oj8upuCUxXnvK6,anthropic/claude-opus-4-5-20251101,sys_module,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/opus-4-5-gpt-5.2/2026-01-26T15-46-52+00-00_sys-module_8YcEb6XTP852PVjdajTTVH.eval,2026-01-26 15:46:52+00:00
huy7K7kvfeQfULD7CLbpNJ,anthropic/claude-sonnet-4-5-20250929,bpf_privesc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_bpf-privesc_W4eFZp4S3TQrJriLr5VASX.eval,2026-01-26 18:32:15+00:00
3WKWuqFbHVYw4ueSsW4agp,anthropic/claude-sonnet-4-5-20250929,cgroup_release_agent,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_cgroup-release-agent_Wxf4ptC7ZeNKwm4CHb923P.eval,2026-01-26 18:32:15+00:00
Q7EneUbtzgBQTavwzjakoZ,anthropic/claude-sonnet-4-5-20250929,dac_read_search,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_dac-read-search_etMfqUr2Y3p27oLKfHkJvN.eval,2026-01-26 18:32:15+00:00
axhZAdhggCGLCMpQgmBCdV,anthropic/claude-sonnet-4-5-20250929,dirty_cow,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_dirty-cow_YWWwSqzwJnBYNgbWtpeGAo.eval,2026-01-26 18:32:15+00:00
4MMUw7vn8ncHu5k7wvTu5B,anthropic/claude-sonnet-4-5-20250929,dirty_pipe,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_dirty-pipe_fvHxTWBsshqSEFb3VYAkhK.eval,2026-01-26 18:32:15+00:00
4mvdUnKNxfn3x6goJ8pNtn,anthropic/claude-sonnet-4-5-20250929,docker_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_docker-socket_6fuueToxZ4GpjV5dVZdHSA.eval,2026-01-26 18:32:15+00:00
RDwDcdDeFhNsATBpzqUpm8,anthropic/claude-sonnet-4-5-20250929,hostpath_etc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_hostpath-etc_h2QzqP99X5oLEXSMpJog5C.eval,2026-01-26 18:32:15+00:00
kDaFEoU9cP2Y9QfYgUkMF2,anthropic/claude-sonnet-4-5-20250929,k8s_crio_escape,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_k8s-crio-escape_gbFs3Z4ji7hhXaK4si5WDK.eval,2026-01-26 18:32:15+00:00
D4uNC9HMn7d5ZkyEVF4HZw,anthropic/claude-sonnet-4-5-20250929,k8s_malicious_binary,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_k8s-malicious-binary_ktS3pfvCaiZ3LuFyHeeJqZ.eval,2026-01-26 18:32:15+00:00
Tg5jSH2WGbPiyLbrhJiGey,anthropic/claude-sonnet-4-5-20250929,k8s_rbac_permissions,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_k8s-rbac-permissions_nhc8xat9yofcs6S3gJE7GL.eval,2026-01-26 18:32:15+00:00
C3xq6rCrQTURdYtvrFbPKc,anthropic/claude-sonnet-4-5-20250929,k8s_route_localnet,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_k8s-route-localnet_9JEAgovfKSHM7o5KxPg9mv.eval,2026-01-26 18:32:15+00:00
8EXkCksEGeiiqsTVrPbPzK,anthropic/claude-sonnet-4-5-20250929,k8s_runc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_k8s-runc_XoLx3En9FRFdQC8E3NSGZ9.eval,2026-01-26 18:32:15+00:00
HJiyEBxxjNwK2dfMib4AoK,anthropic/claude-sonnet-4-5-20250929,packet_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_packet-socket_93KsderAp6SyjMvV9aUcZU.eval,2026-01-26 18:32:15+00:00
UjHTu3tV3nTZoukmZN8V5o,anthropic/claude-sonnet-4-5-20250929,pid_namespace,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_pid-namespace_kWomCPDKirYdqctRap6BQJ.eval,2026-01-26 18:32:15+00:00
GDEScVNmjZeVe62WLAjBKG,anthropic/claude-sonnet-4-5-20250929,privileged,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_privileged_5Ru9hrsdbg7eWcCdVeRJCr.eval,2026-01-26 18:32:15+00:00
En6UDsuUc7X2HURb4iTxrz,anthropic/claude-sonnet-4-5-20250929,runc_overwrite,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_runc-overwrite_ap7Mrc6GjiczpbZMN38Zty.eval,2026-01-26 18:32:15+00:00
BpXrf9tCpTudffJyUTdypa,anthropic/claude-sonnet-4-5-20250929,sys_admin,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_sys-admin_3BjBcXG39tA7zygY356GUt.eval,2026-01-26 18:32:15+00:00
eWgSvQYtyjqhAmxCXteS38,anthropic/claude-sonnet-4-5-20250929,sys_module,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/smaller-models-anthropic-openai/2026-01-26T18-32-15+00-00_sys-module_YSFn2rjjH8K6unnSFsoTQf.eval,2026-01-26 18:32:15+00:00
FxxghXR7hP4GUxt4WUp83S,openai/gpt-5-2025-08-07,bpf_privesc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_bpf-privesc_h2JpfZbfkzh6ebNaEsY85J.eval,2026-01-28 00:38:16+00:00
F35J7NM6xSPZYWmzBM8RbB,openai/gpt-5-2025-08-07,cgroup_release_agent,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_cgroup-release-agent_NRCULcR6oekRePvk2cuLdP.eval,2026-01-28 00:38:16+00:00
4ZoYCGATwgXbzrvPpJsmob,openai/gpt-5-2025-08-07,dac_read_search,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_dac-read-search_VXPGrBy4hNSa7AH7YZxDqq.eval,2026-01-28 00:38:16+00:00
nvUhAuHwwzuMvwcNdQv9ZK,openai/gpt-5-2025-08-07,dirty_cow,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T10-39-47+00-00_dirty-cow_gKkwqTRzk6oY2mTUkTsPYF.eval,2026-01-28 10:39:47+00:00
eR4uFWsZqKWC9HYgKgZkk5,openai/gpt-5-2025-08-07,dirty_pipe,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_dirty-pipe_6878hskctmkNy66rSwsrp4.eval,2026-01-28 00:38:16+00:00
aDxUJGmBnbNYjTLSRGGaJj,openai/gpt-5-2025-08-07,docker_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_docker-socket_7Hmc4vccry4p2FqzefaoQw.eval,2026-01-27 21:25:50+00:00
gHLqywV3goTNttindDcCvB,openai/gpt-5-2025-08-07,hostpath_etc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_hostpath-etc_gfyM2sRTuE7gb8ydeTriYk.eval,2026-01-27 21:25:50+00:00
F9qbTcL7APTmMqWF4xwfUs,openai/gpt-5-2025-08-07,k8s_crio_escape,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-crio-escape_JPnKhX5kuPxwsrbdNztxFc.eval,2026-01-27 21:25:50+00:00
kAnnSt9cexm4aVSJyHLzNJ,openai/gpt-5-2025-08-07,k8s_malicious_binary,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-malicious-binary_VNyDsCvB6g6XFGXmozSwGe.eval,2026-01-27 21:25:50+00:00
iBBY5EUtaF9Tno5N7Wuh4q,openai/gpt-5-2025-08-07,k8s_rbac_permissions,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-rbac-permissions_7JGRxSraytrCrTb8jaTEgy.eval,2026-01-27 21:25:50+00:00
Hep2x8xwcZkUzkxcZK8SS3,openai/gpt-5-2025-08-07,k8s_route_localnet,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-route-localnet_cJadKsvi3fBp8LMSKMwJ5Q.eval,2026-01-27 21:25:50+00:00
oPztpWMv7xZqyKranp4WcT,openai/gpt-5-2025-08-07,k8s_runc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-runc_SWZoLd7eMaPiQuCFANTeYs.eval,2026-01-27 21:25:50+00:00
Ajpf5e9koCgAc3tC9ayXny,openai/gpt-5-2025-08-07,packet_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_packet-socket_cramkQw6KmZkJrsS6SBjdh.eval,2026-01-27 21:25:50+00:00
ZqnkSGivuN7P8AAFMsYAGx,openai/gpt-5-2025-08-07,pid_namespace,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_pid-namespace_bWcj8pG3amNJev4RQrBWM7.eval,2026-01-27 21:25:50+00:00
hxso5pg2vSJ7oEUv4ATiMN,openai/gpt-5-2025-08-07,privileged,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_privileged_9z3PxLasDuACakMXmxn6Ar.eval,2026-01-27 21:25:50+00:00
L5ASiN79CMzEyfrjGVHBzw,openai/gpt-5-2025-08-07,runc_overwrite,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_runc-overwrite_WNJ3WQd7sFLX2atX8o3r29.eval,2026-01-27 21:25:50+00:00
DxhFLR8CemdPLLXxJUcLXf,openai/gpt-5-2025-08-07,sys_admin,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_sys-admin_eMZCmMbj2fPV63t6Dwhf3B.eval,2026-01-27 21:25:50+00:00
Vkx9y6UHvayjhgEv3z53Qy,openai/gpt-5-2025-08-07,sys_module,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_sys-module_mbbEL8fpf9ZEdpv8mG6YZw.eval,2026-01-27 21:25:50+00:00
iXqDX9MN7jxdCJV64uPf7d,openai/gpt-5-mini-2025-08-07,bpf_privesc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_bpf-privesc_JALNMUFKNpvdfvXBP2FB7Z.eval,2026-01-28 00:38:16+00:00
K7aQBSCD5ukjQjtbSQrQmW,openai/gpt-5-mini-2025-08-07,cgroup_release_agent,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_cgroup-release-agent_bJJYCU2ngvFVnCNdGB38c3.eval,2026-01-28 00:38:16+00:00
Dd92bsQDrajAXdeARAmCc8,openai/gpt-5-mini-2025-08-07,dac_read_search,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_dac-read-search_2nr7Q4QFTPMjcMUDQypUMv.eval,2026-01-28 00:38:16+00:00
CpMnHnbJmYvzf8mb8xDUzn,openai/gpt-5-mini-2025-08-07,dirty_cow,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T20-53-57+00-00_dirty-cow_iiUDHruLybj9KVQUDiMMMe.eval,2026-01-27 20:53:57+00:00
fKjX2TAeQg7qMmo4tMP4F8,openai/gpt-5-mini-2025-08-07,dirty_pipe,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/retry-gpt-5/2026-01-28T00-38-16+00-00_dirty-pipe_etpDc8a843UEqDkVkMtxnZ.eval,2026-01-28 00:38:16+00:00
cTPmJTYy2Bd4vpETiG2PiD,openai/gpt-5-mini-2025-08-07,docker_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_docker-socket_cyxwtWUgZY7FRQ7eGiQckU.eval,2026-01-27 21:25:50+00:00
EPBoUYWsT4TE98tJvvJXN3,openai/gpt-5-mini-2025-08-07,hostpath_etc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_hostpath-etc_hU5JbFXDpDgbGrHPa6HCS7.eval,2026-01-27 21:25:50+00:00
dd3oULSfWcJJeQjX5iuZaT,openai/gpt-5-mini-2025-08-07,k8s_crio_escape,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-crio-escape_Ex6SuFXnSJRPimRUGEFK73.eval,2026-01-27 21:25:50+00:00
oXqZsYUBNCEhUjMoAVwpmi,openai/gpt-5-mini-2025-08-07,k8s_malicious_binary,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-malicious-binary_j5KCC3RkFGpzXWpqTkX54Q.eval,2026-01-27 21:25:50+00:00
dRqi5fsTXvwXWj6vMNnpEn,openai/gpt-5-mini-2025-08-07,k8s_rbac_permissions,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-rbac-permissions_bHZRoXLKtVngAgoc6HNtcW.eval,2026-01-27 21:25:50+00:00
6G6Q4bTEUSJqJCZiqF5QGS,openai/gpt-5-mini-2025-08-07,k8s_route_localnet,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-route-localnet_XNejN7t5JFrNe6GQhLsu4P.eval,2026-01-27 21:25:50+00:00
2YxFKVW2jb4pW6fUjFgauK,openai/gpt-5-mini-2025-08-07,k8s_runc,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_k8s-runc_3yecm8MzAsmg5Jyoh6tfaL.eval,2026-01-27 21:25:50+00:00
ZsRVxtHFrd7RRycMBQkscc,openai/gpt-5-mini-2025-08-07,packet_socket,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_packet-socket_SzWefAzJiRPtd9jKQDdUSu.eval,2026-01-27 21:25:50+00:00
fJwy5Vkey7RH6shCTziRQK,openai/gpt-5-mini-2025-08-07,pid_namespace,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_pid-namespace_MjJeRzLpPv5ZDUDTJEhrJX.eval,2026-01-27 21:25:50+00:00
XQY5DNWBJ97nSZMRsoEaEr,openai/gpt-5-mini-2025-08-07,privileged,/Users/jeromewynne/Documents/docker-breakout-scans/data/final/gpt-5-gpt-5-mini/2026-01-27T21-25-50+00-00_privileged_EGLpyQ3HbxNiqrUfS6MBzC.eval,2026-01-27 21:25:50+00:00
